experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_2' | full: ['Analysis: The `cat_2` images depict people walking dogs outdoors on leashes, while `cat_1` images show people interacting with dogs in close proximity, such as holding, petting, or bathing them.\nRule: The presence of a person walking a dog on a leash outdoors.\nTest Image: A corgi dog sitting outdoors with people in the background.\nConclusion: cat_2']
100 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images feature individuals holding bananas that are partially peeled, while the `cat_1` images show individuals holding bananas that are either fully peeled or not peeled at all. The test image shows a banana that is partially peeled but no person is holding it.\nRule: Individuals holding partially peeled bananas.\nTest Image: A partially peeled banana held in a hand.\nConclusion: cat_2']
101 | expected:'cat_1' | got='cat_2' | full: [' Analysis: The `cat_2` images show individuals in casual or outdoor settings, interacting with a single banana in a natural, unposed manner. The `cat_1` images depict individuals in more formal or staged settings, often holding multiple bananas or posing with a banana in a humorous or exaggerated way.\nRule: Individuals in `cat_2` are in casual settings with a single banana, while `cat_1` involves more formal or staged settings with multiple bananas or exaggerated poses.\nTest Image: A woman in a casual setting holding a single banana.\nConclusion: cat_2']
102 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images all feature multiple people holding wine glasses together, suggesting a shared moment or toast. In contrast, `cat_1` images either show a single person with a wine glass or multiple people without the act of toasting together.\nRule: The presence of multiple people actively toasting with wine glasses.\nTest Image: Two people holding wine glasses together, seemingly toasting.\nConclusion: cat_2']
103 | expected:'cat_1' | got='cat_1' | full: ['Analysis: The `cat_2` images all feature multiple people toasting or holding glasses together, indicating a shared social activity. The `cat_1` images either show a single person or do not depict a group toasting.\nRule: The presence of multiple people toasting or holding glasses together.\nTest Image: A single person holding a glass and smiling.\nConclusion: cat_1']
104 | expected:'cat_2' | got='cat_1' | full: [' Analysis: The `cat_2` images all depict a knife being used or held in a threatening or aggressive manner, while the `cat_1` images show knives being used in non-threatening contexts such as cooking, holding, or playfully.\nRule: The knife is used or held in a threatening or aggressive manner.\nTest Image: A young girl holding a knife near a table with food items.\nConclusion: cat_1']
105 | expected:'cat_1' | got='cat_1' | full: [' Analysis: The `cat_2` images all depict knives being used or held in a threatening or aggressive manner, while the `cat_1` images show knives being used in non-threatening contexts such as eating, cutting food, or holding a knife without any aggressive intent. The test image shows a hand cutting a cake with a knife, which is a non-threatening use of a knife.\nRule: The presence of a knife used or held in a threatening or aggressive manner.\nTest Image: A hand cutting a cake with a knife.\nConclusion: cat_1']
106 | expected:'cat_2' | got='cat_2' | full: ["Analysis: The `cat_2` images depict individuals holding knives in a threatening or aggressive manner, often with a focus on the knife and the person's hand, while the `cat_1` images show individuals using knives for non-threatening activities like cooking or play.\nRule: The presence of a knife being used in a threatening or aggressive manner.\nTest Image: A hand holding a knife in a threatening manner with a blurred figure in the background.\nConclusion: cat_2"]
107 | expected:'cat_1' | got='cat_1' | full: ['Analysis: The `cat_2` images all depict individuals holding knives in a threatening or aggressive manner, while the `cat_1` images show individuals using knives for non-threatening purposes such as cooking, play, or in a non-aggressive context.\nRule: The presence of a knife being held in a threatening or aggressive manner.\nTest Image: A man sitting at a table eating with a knife and fork.\nConclusion: cat_1']
108 | expected:'cat_2' | got='cat_1' | full: ['Analysis: The `cat_2` images all depict knives being held by adults, while `cat_1` images either show knives being used for non-threatening purposes or involve children holding knives.\nRule: The presence of an adult holding a knife in a threatening or combat-ready manner.\nTest Image: A child holding a knife while standing near a table.\nConclusion: cat_1']
109 | expected:'cat_1' | got='cat_1' | full: ['Analysis: The `cat_2` images all depict knives being held by people in a threatening or aggressive manner, while `cat_1` images show knives being used for non-threatening purposes such as cooking or cutting objects.\nRule: The presence of a knife being used in a threatening or aggressive manner.\nTest Image: A person is using a knife to cut an onion on a cutting board.\nConclusion: cat_1']
110 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images all feature a knife being held in a threatening or aggressive manner, while the `cat_1` images do not show the knife in a threatening context or do not feature a knife at all. The test image shows a person holding a knife in a manner that appears to be part of a martial arts practice, which could be interpreted as aggressive or threatening.\nRule: The presence of a knife being held in a threatening or aggressive manner.\nTest Image: A person in a red shirt holding a knife in a martial arts stance.\nConclusion: cat_2']
111 | expected:'cat_1' | got='cat_1' | full: [' Analysis: The `cat_2` images all feature a knife or a sharp object being held or used by a person, while the `cat_1` images do not feature a knife or sharp object being held or used by a person. The test image shows a child holding a stick, which is not a knife or sharp object.\nRule: The presence of a knife or sharp object being held or used by a person.\nTest Image: A child sitting on logs holding a stick.\nConclusion: cat_1']
112 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images all depict people toasting with wine glasses, while the `cat_1` images do not show a toasting action or the presence of multiple people toasting.\nRule: People are toasting with wine glasses.\nTest Image: Four people are seated at a table, and they are toasting with wine glasses.\nConclusion: cat_2']
113 | expected:'cat_1' | got='cat_1' | full: ['Analysis: The `cat_2` images all depict people toasting with wine glasses, while the `cat_1` images either show people not toasting or not holding wine glasses at all.\nRule: People are toasting with wine glasses.\nTest Image: A wine glass and a bottle of wine on a table, no people present.\nConclusion: cat_1']
114 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images depict individuals using knives for benign, everyday activities such as eating, cooking, or performing a task, while `cat_1` images show individuals using knives in a threatening, aggressive, or non-benign manner. The test image shows a person using a knife for a benign activity, specifically for grooming or personal care.\nRule: The knife is used for a benign, non-threatening activity.\nTest Image: A person is using a knife to groom their nose.\nConclusion: cat_2']
