experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: labeled

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The cat_2 images all show people walking dogs on leashes. The cat_1 images show people holding or interacting closely with dogs, often in a more intimate or caregiving manner (e.g., bathing, cuddling, examining).\nRule: The presence of a leash connecting a person to a dog.\nTest Image: The test image shows a dog sitting and looking at the camera, wearing a collar but not connected to a leash.\nConclusion: cat_1']'
80 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The cat_2 images all depict a person rowing a boat with oars. The cat_1 images depict motorboats or jet skis.\nRule: The presence of oars indicates cat_2, while the absence of oars (and presence of a motor) indicates cat_1.\nTest Image: The test image shows a boat being propelled by a person using a single paddle, not oars.\nConclusion: cat_1']'
81 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all depict a person rowing a boat with visible oars. The cat_1 images show motorboats or jet skis, lacking visible oars and relying on engines for propulsion.\nRule: Presence of oars and a person actively rowing.\nTest Image: The test image shows a boat with people on board, but it does not have visible oars and appears to be a motorboat.\nConclusion: cat_1']'
82 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all depict boats being propelled by oars, with a person actively rowing. The cat_1 images show boats with engines or other means of propulsion (or are being towed), and do not feature someone actively rowing with oars.\nRule: The presence of a person actively rowing with oars.\nTest Image: The test image shows a boat being propelled by a single oar, with a person actively rowing.\nConclusion: cat_2']'
83 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all depict boats being propelled by oars. The cat_1 images depict boats propelled by motors or sails, or are stationary.\nRule: The presence of oars as the primary means of propulsion.\nTest Image: The test image shows a sailboat with sails as the primary means of propulsion.\nConclusion: cat_1']'
84 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all depict boats with a covered or enclosed cabin/roof structure. The cat_1 images show boats that are open or have minimal overhead covering.\nRule: Presence of a fully or partially enclosed cabin/roof structure on the boat.\nTest Image: The test image shows a boat with a fully enclosed cabin/roof structure.\nConclusion: cat_2']'
85 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The cat_2 images all depict boats with a cabin or covered area. The cat_1 images depict open boats without a cabin or significant covering.\nRule: Presence of a cabin or covered area on the boat.\nTest Image: The test image shows a boat with a full cabin/roof structure.\nConclusion: cat_2']'
86 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all depict people rowing a boat with oars. The cat_1 images depict people in various types of motorized boats or boats with sails.\nRule: The presence of oars and a person rowing the boat.\nTest Image: The test image shows a person rowing a boat with oars.\nConclusion: cat_2']'
87 | expected:'cat_1' | got='cat_1 | full: ["Analysis: The cat_2 images all depict people rowing a boat with oars. The cat_1 images depict people on boats that are not being propelled by oars - they are motorboats, sailboats, or larger vessels.\nRule: The presence of oars being used for propulsion.\nTest Image: The test image shows people on a large boat, but there are no oars visible, and it doesn't appear to be rowed.\nConclusion: cat_1"]'
88 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The cat_2 images show groups of three or more people toasting with wine glasses. The cat_1 images show either one or two people toasting with wine glasses.\nRule: The number of people toasting with wine glasses is greater than or equal to three.\nTest Image: The test image shows two people toasting with wine glasses.\nConclusion: cat_1']'
89 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The cat_2 images show multiple people toasting with glasses, appearing to be in a celebratory or formal setting. The cat_1 images show people drinking from glasses, but often in a more casual or individual manner, sometimes with a child present or in a less formal setting.\nRule: The images in cat_2 show multiple adults toasting with glasses.\nTest Image: The test image shows two adults toasting with glasses.\nConclusion: cat_2']'
90 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all depict people shaking hands. The cat_1 images all depict people hugging or kissing.\nRule: The presence of a handshake distinguishes cat_2 from cat_1.\nTest Image: The test image shows two people shaking hands.\nConclusion: cat_2']'
91 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The images in cat_2 depict people shaking hands. The images in cat_1 depict people hugging or kissing.\nRule: Cat_2 images show people shaking hands, while cat_1 images show people hugging or kissing.\nTest Image: The test image shows a couple kissing.\nConclusion: cat_1']'
92 | expected:'cat_2' | got='cat_2 | full: ["Analysis: The cat_2 images depict a person with a gloved hand and a large bird of prey (hawk or eagle) landing on it. The cat_1 images show smaller birds landing on a person's hand or being fed.\nRule: The presence of a gloved hand and a large bird of prey landing on it.\nTest Image: The test image shows a person with a gloved hand and a large bird of prey (eagle) landing on it.\nConclusion: cat_2"]'
93 | expected:'cat_1' | got='cat_1 | full: ["Analysis: The cat_2 images all depict a person with a gloved hand releasing a bird of prey (hawk or eagle) into the air. The cat_1 images show smaller birds perched on a person's hand or being fed.\nRule: The presence of a gloved hand releasing a bird of prey.\nTest Image: The test image shows a small bird perched on a person's arm, not a gloved hand, and it is not a bird of prey.\nConclusion: cat_1"]'
94 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all depict a person holding a knife and appearing to be in a threatening or violent situation, often with a focus on the knife itself and a sense of danger. The cat_1 images show people holding knives while preparing food or in a non-threatening context.\nRule: Cat_2 images show a knife being held in a threatening or violent manner, while cat_1 images show a knife being used for food preparation or in a non-threatening context.\nTest Image: The test image shows a person holding a knife in a threatening manner towards another person.\nConclusion: cat_2']'
95 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all depict a person holding a knife in a threatening or aggressive manner, often with a focus on the weapon and a sense of danger or violence. The cat_1 images show people holding knives in a more mundane or non-threatening context, such as preparing food or with other objects present.\nRule: The presence of a threatening or aggressive pose with the knife is the distinguishing factor.\nTest Image: The test image shows a person holding a knife and a plastic utensil, seemingly cleaning or examining the knife. The pose is not threatening or aggressive.\nConclusion: cat_1']'
96 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The cat_2 images all depict people greeting each other with a handshake or hug, generally in a formal or public setting. The cat_1 images depict people kissing.\nRule: The images are categorized based on the type of greeting. Cat_2 shows handshakes or hugs, while cat_1 shows kisses.\nTest Image: The test image shows two people touching fists.\nConclusion: cat_1']'
97 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all depict people shaking hands. The cat_1 images all depict people kissing.\nRule: The presence of a handshake distinguishes cat_2 from cat_1.\nTest Image: The test image depicts a couple kissing.\nConclusion: cat_1']'
