experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The common rule for the `cat_2` images is that they all feature people walking dogs on leashes.\nRule: Images with people walking dogs on leashes belong to the `cat_2` category.\nTest Image: The test image shows a dog sitting on the ground with a person holding its leash.\nConclusion: cat_1']'
56 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people boarding or disembarking from trains, specifically focusing on the train carriages and the people inside them. The `cat_1` images show people at train stations, but not necessarily inside the train carriages.\nRule: The images belong to `cat_2` if they primarily show people inside a train carriage.\nTest Image: The test image shows people exiting a train carriage.\nConclusion: cat_2']'
57 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict train drivers or control panels inside a train. The `cat_1` images show people waiting at train stations or platforms.\nRule: The images belong to `cat_2` if they show a train driver or the control panel of a train.\nTest Image: The test image shows a train driver in the control panel of a train.\nConclusion: cat_2']'
58 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict people using laptops, primarily in collaborative or learning settings. They often show multiple people working together, or children engaged with technology. The `cat_1` images show individuals using laptops in various, often less collaborative or more isolated contexts, such as bathrooms or alone.\n\nRule: People using laptops in collaborative or learning environments.\n\nTest Image: A woman is sitting on a toilet and using a laptop.\n\nConclusion: cat_1']'
59 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people using laptops in various settings, primarily indoors and focused on work or communication. The common element is the presence of laptops and people actively using them. The `cat_1` images show diverse activities unrelated to laptop use.\nRule: People using laptops.\nTest Image: A close-up of hands typing on a laptop keyboard.\nConclusion: cat_2']'
60 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images consistently feature people (adults and children) using laptops, often in collaborative or learning settings. The focus is on digital devices and interaction. The `cat_1` images show various activities without a central focus on laptops or digital devices.\nRule: Presence of people using laptops in collaborative or learning settings.\nTest Image: Two young boys are sitting on a couch, using a laptop.\nConclusion: cat_2']'
61 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images consistently feature people using laptops in various settings – classrooms, offices, homes, and public spaces. They often show multiple people interacting with the laptops, suggesting collaborative work or learning. The focus is on the activity of using a laptop.\n\nRule: Images depicting people actively using laptops in collaborative or learning environments.\n\nTest Image: A person is using a laptop.\n\nConclusion: cat_2']'
62 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images consistently show people (primarily children and young adults) using laptops or computers in settings that suggest learning, collaboration, or creative work – often involving technology and educational materials. The `cat_1` images depict people using computers in more solitary or professional contexts, such as debugging, online shopping, or general work.\n\nRule: The common rule is the presence of multiple people (at least two) actively engaged with computers in settings that imply learning, collaboration, or creative activities.\n\nTest Image: The test image shows a group of people (a teacher and two students) using laptops in a classroom setting.\n\nConclusion: cat_2']'
63 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images consistently feature people working on laptops in various settings (school, home, office), often with other people present or with a focus on technology and learning. The `cat_1` images show people working on laptops in more casual or solitary settings, often with a focus on repair or troubleshooting.\n\nRule: People working on laptops in collaborative or educational settings.\n\nTest Image: A woman is sitting on a bed and working on a laptop.\n\nConclusion: cat_2']'
64 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people in boats or boats with people.\nRule: All images show people in boats.\nTest Image: The test image shows a person in a boat.\nConclusion: cat_2']'
65 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict people in boats on water. The boats are typically long, narrow, and appear to be used for transportation or fishing.\nRule: Images featuring people in boats on water.\nTest Image: The test image shows people working on a boat, repairing or maintaining it.\nConclusion: cat_1']'
66 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict crowded trains or stations with people boarding or disembarking. The focus is on the passengers and the environment of a train station or train.\nRule: The images show scenes of people traveling on public transport (trains or stations).\nTest Image: The test image shows a police interaction on a train.\nConclusion: cat_1']'
67 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict scenes of crowded trains or subway cars, filled with people.\nRule: The images show scenes of public transportation.\nTest Image: The test image shows a person standing on a train platform.\nConclusion: cat_1']'
68 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict handshakes or greetings between two or more people.\nRule: The images show instances of handshakes or formal greetings.\nTest Image: The test image shows two men shaking hands.\nConclusion: cat_2']'
69 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict people shaking hands or giving handshakes. The `cat_1` images show various other interactions, such as hugging, kissing, or simply standing near each other.\nRule: Images showing people shaking hands.\nTest Image: The test image shows a couple kissing.\nConclusion: cat_1']'
70 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people using boats or small watercraft (rowboats, canoes, kayaks, paddle boats) on a body of water. The boats are generally small and appear to be used for leisure or recreation.\nRule: Images featuring people using small boats or watercraft on a body of water.\nTest Image: A man rowing a small boat on a lake.\nConclusion: cat_2']'
71 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict people using boats or canoes on the water, specifically paddle boats or kayaks. The focus is on the activity of being on the water and the boats themselves.\nRule: Images featuring people actively using paddle boats or kayaks on the water.\nTest Image: The test image shows a person fishing in a boat on the water.\nConclusion: cat_1']'
72 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict handshakes or greetings between two people, suggesting a formal or professional interaction. The `cat_1` images show various types of physical contact, including hugs, kisses, and embraces.\nRule: The images in `cat_2` feature handshakes or greetings, while the images in `cat_1` feature other forms of physical contact.\nTest Image: The test image shows two people facing each other, with a slight distance between them. There is no handshake or greeting present.\nConclusion: cat_1']'
73 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict handshakes or greetings between two people, suggesting a formal or professional interaction. The `cat_1` images show various forms of physical affection, such as hugs, kisses, and embraces.\nRule: Images showing handshakes or formal greetings.\nTest Image: The test image shows a child expressing jealousy.\nConclusion: cat_1']'
