experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_2' | full: [' Analysis: All cat_2 samples show dogs being walked by their owners on leashes, while cat_1 samples show dogs being held or petted by their owners. The test image shows a dog being walked on a leash by its owner.\n\nRule: Dogs being walked by their owners on leashes.\n\nTest Image: A dog is being walked on a leash by its owner.\n\nConclusion: cat_2']
24 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The cat_2 samples show people using laptops in various settings, such as on a couch, at a desk, or in a train station. The cat_1 samples show people using laptops in more casual settings, such as on a bed or in a classroom. The cat_2 samples also show people using laptops in a more focused and serious manner, while the cat_1 samples show people using laptops in a more relaxed and casual manner.\n\nRule: The cat_2 samples show people using laptops in a more focused and serious manner, while the cat_1 samples show people using laptops in a more relaxed and casual manner.\n\nTest Image: A group of children are using laptops in a classroom setting, with a teacher present. The children appear to be engaged in a learning activity.\n\nConclusion: cat_2']
25 | expected:'cat_1' | got='cat_2' | full: [" Analysis: All cat_2 samples show people using laptops in a casual or home setting, often with a focus on the individual's face or upper body. The laptops are open and in use, suggesting active engagement. Cat_1 samples show people using laptops in more formal or public settings, often with a focus on the laptop itself or the person's lower body. The laptops are also open and in use, but the setting is different.\n\nRule: The distinguishing rule is the setting and the focus of the image. Cat_2 samples are in a casual or home setting with a focus on the individual, while cat_1 samples are in a formal or public setting with a focus on the laptop.\n\nTest Image: A person is typing on a laptop with a focus on the hands and the keyboard, suggesting active engagement. The setting appears to be a casual or home environment.\n\nConclusion: cat_2"]
26 | expected:'cat_2' | got='cat_2' | full: [' Analysis: All cat_2 samples show motorcycles in a racing or competitive context, with riders wearing full racing gear and the motorcycles appearing to be in motion. The riders are often in a crouched position, indicative of racing. The motorcycles are also typically sleeker and designed for speed. Cat_1 samples show motorcycles in a more casual or non-competitive context, with riders wearing casual or protective gear, and the motorcycles are often not in motion or are in a stationary position.\n\nRule: The distinguishing rule is the context and appearance of the motorcycles and riders. Cat_2 samples are in a racing or competitive context, while cat_1 samples are in a casual or non-competitive context.\n\nTest Image: The test image shows two motorcycles in a racing context, with riders wearing full racing gear and the motorcycles appearing to be in motion. The riders are in a crouched position, indicative of racing.\n\nConclusion: cat_2']
27 | expected:'cat_1' | got='cat_1' | full: [' Analysis: All cat_2 samples show motorcycles in racing or track racing scenarios, with riders wearing full racing gear and helmets. The motorcycles are often in motion, and the riders are focused on the track. The cat_1 samples show motorcycles in various settings, including off-road racing, casual riding, and stationary scenes, with riders wearing casual or no racing gear. The motorcycles are not always in motion, and the riders are not necessarily focused on the track.\n\nRule: The distinguishing rule is the context and setting of the motorcycle and rider, with cat_2 samples showing racing or track racing scenarios and cat_1 samples showing motorcycles in various settings.\n\nTest Image: The test image shows a group of riders on motorcycles in a desert setting, wearing casual clothing and helmets. The motorcycles are not in motion, and the riders are not focused on a track. The setting is not a racing or track racing scenario.\n\nConclusion: cat_1']
28 | expected:'cat_2' | got='cat_2' | full: ['1. The rule that distinguishes the `cat_2` samples from the `cat_1` ones is that the `cat_2` samples show motorcycles in a racing or competitive context, while the `cat_1` samples show motorcycles in a casual or non-competitive context.\n2. The test image shows a motorcycle rider in a racing suit, riding a motorcycle on a track, which suggests a competitive context.\n3. Conclusion: cat_2']
29 | expected:'cat_1' | got='cat_2' | full: ['1. The rule that distinguishes the `cat_2` samples from the `cat_1` ones is that the `cat_2` samples show motorcycles in a racing or competitive context, while the `cat_1` samples show motorcycles in a casual or non-competitive context.\n2. The test image shows a person riding a dirt bike in the air, which suggests a competitive or stunt-related context.\n3. Conclusion: cat_2']
30 | expected:'cat_2' | got='cat_2' | full: ['1. The rule that distinguishes the `cat_2` samples from the `cat_1` ones is that the `cat_2` samples show people performing skateboarding tricks or stunts, while the `cat_1` samples show people skateboarding without performing any tricks or stunts.\n2. The test image shows a person performing a skateboarding trick on a ramp, which is a trick or stunt.\n3. Conclusion: cat_2']
31 | expected:'cat_1' | got='cat_1' | full: ['1. The rule that distinguishes the `cat_2` samples from the `cat_1` ones is that the `cat_2` samples show a person actively performing a skateboarding trick or maneuver, while the `cat_1` samples show a person holding a skateboard or standing near a skateboard but not actively performing a trick.\n2. The test image shows a group of people sitting on skateboards in a park-like setting. They are not actively performing any skateboarding tricks or maneuvers.\n3. Conclusion: cat_1']
32 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The cat_2 samples show motorcycles in racing or competitive settings, often with riders in racing gear and motorcycles designed for speed and performance. The cat_1 samples show motorcycles in everyday use, with riders in casual clothing and motorcycles designed for practicality and comfort.\n\nRule: The distinguishing rule is the context and purpose of the motorcycle use. Cat_2 samples are in racing or competitive settings, while cat_1 samples are in everyday use.\n\nTest Image: The test image shows a group of motorcycles in a racing setting, with riders in racing gear and motorcycles designed for speed and performance. The motorcycles are lined up on a track, and the riders are in a competitive stance.\n\nConclusion: cat_2']
33 | expected:'cat_1' | got='cat_2' | full: [' Analysis: All cat_2 samples show motorcycles in racing or competitive settings, with riders wearing full racing gear and the motorcycles appearing to be high-performance racing bikes. The riders are often leaning into turns, suggesting high-speed racing. The motorcycles are typically sleek and aerodynamic, with sponsor logos and racing numbers visible. The riders are focused and appear to be in motion, indicating a competitive environment. The background is often a racetrack or a similar setting.\n\nRule: The distinguishing rule is that the cat_2 samples show motorcycles in racing or competitive settings, with riders wearing full racing gear and the motorcycles appearing to be high-performance racing bikes.\n\nTest Image: The rider is wearing full racing gear, including a helmet, gloves, and a racing suit. The motorcycle is a high-performance racing bike with visible sponsor logos and racing numbers. The rider is leaning into a turn, suggesting high-speed racing. The background is a racetrack, indicating a competitive environment.\n\nConclusion: cat_2']
34 | expected:'cat_2' | got='cat_2' | full: [' Analysis: All cat_2 images show people toasting with wine glasses, while cat_1 images show people holding wine glasses but not toasting. The test image shows a group of people toasting with wine glasses.\n\nRule: People toasting with wine glasses.\n\nTest Image: A group of people toasting with wine glasses.\n\nConclusion: cat_2']
