experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images show people walking multiple dogs in urban settings, while the `cat_1` images show people interacting with single dogs or dogs in different settings.\n\nRule: `cat_2` images depict multiple dogs being walked by people in urban environments.\n\nTest Image: A single dog sitting on the ground in an urban setting.\n\nConclusion: cat_1\n']'
183 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show people holding wine glasses and smiling, often in a social setting. The images in cat_1 do not show people holding wine glasses and smiling.\n\nRule: Images in cat_2 show people holding wine glasses and smiling in a social setting.\n\nTest Image: The test image shows a man holding a wine glass and smiling in a social setting.\n\nConclusion: cat_2\n']'
184 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The distinguishing rule is that cat_2 images show people holding wine glasses while cat_1 images do not.\n\nRule: People holding wine glasses.\n\nTest Image: The image shows a man and a woman sitting at a table with cups in front of them, but no wine glasses.\n\nConclusion: cat_1\n']'
185 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the people in the images are holding wine glasses and appear to be in a social setting. The images in cat_1 show people holding different types of glasses, including a baby bottle and a regular glass, indicating a different context.\n\nRule: People in the image must be holding wine glasses in a social setting.\n\nTest Image: The image shows a wine glass and a wine bottle on a table.\n\nConclusion: cat_2\n']'
186 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images show people cutting or preparing food, while the `cat_1` images do not involve food preparation.\n\nRule: The images belong to `cat_2` if they depict people cutting or preparing food.\n\nTest Image: The image shows two people holding hands in the snow.\n\nConclusion: cat_1\n']'
187 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show people cutting or preparing food, while the `cat_1` images do not involve food preparation.\n\nRule: The images belong to `cat_2` if they depict people cutting or preparing food.\n\nTest Image: The image shows a person posing with arms outstretched, not involving food preparation.\n\nConclusion: cat_1\n']'
188 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show intimate, romantic, or affectionate interactions between two people, often involving hugging, kissing, or close physical contact. Cat_1 images do not show such interactions and are more formal, casual, or non-affectionate.\n\nRule: The images belong to cat_2 if they depict intimate, romantic, or affectionate interactions between two people.\n\nTest Image: The test image shows a man and a woman embracing each other closely.\n\nConclusion: cat_2\n']'
189 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show intimate, romantic, or affectionate interactions between two people, often involving physical touch such as hugging, kissing, or embracing. Cat_1 images do not show such interactions and are more formal, casual, or non-affectionate.\n\nRule: The images belong to cat_2 if they depict intimate, romantic, or affectionate interactions between two people, involving physical touch.\n\nTest Image: The test image shows a man carrying a baby in a baby carrier.\n\nConclusion: cat_1\n']'
190 | expected:'cat_2' | got='cat_2 | full: ["Analysis: The distinguishing rule for cat_2 is that the images show romantic or intimate interactions between two adults, typically involving kissing or close physical contact. Cat_1 images do not show such interactions and are more platonic or non-intimate.\n\nRule: The images belong to cat_2 if they depict romantic or intimate interactions between two adults, such as kissing or close physical contact.\n\nTest Image: The test image shows a man and a woman in close proximity, with the man touching the woman's face and the woman touching the man's face.\n\nConclusion: cat_2\n"]'
191 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The distinguishing rule appears to be that cat_2 images involve romantic or intimate interactions between two people, while cat_1 images involve non-romantic interactions such as handshakes, hugs between friends, or interactions with animals.\n\nRule: Cat_2 images involve romantic or intimate interactions between two people.\n\nTest Image: The test image shows a group of people hugging each other.\n\nConclusion: cat_1\n']'
192 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The distinguishing rule for cat_2 is that the person is riding a skateboard in an urban environment, such as a street or a sidewalk. The cat_1 images show people either holding the skateboard or in a non-urban environment.\n\nRule: The person must be actively riding a skateboard in an urban setting.\n\nTest Image: The person is riding a skateboard in a park-like environment.\n\nConclusion: cat_1\n']'
193 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The distinguishing rule for cat_2 is that the person is actively riding a skateboard, while cat_1 shows people either holding the skateboard or not riding it.\n\nRule: The person must be actively riding a skateboard.\n\nTest Image: The person is sitting on the skateboard but not actively riding it.\n\nConclusion: cat_1\n']'
194 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show a person lying on a bed with a remote control. The cat_1 images do not show a person lying on a bed with a remote control.\n\nRule: The image must show a person lying on a bed with a remote control to be categorized as cat_2.\n\nTest Image: The image shows a young child sitting on a bed with a remote control.\n\nConclusion: cat_2\n']'
195 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The distinguishing rule for cat_2 is that the person is lying on a bed with a laptop or a book. In contrast, cat_1 images show people lying on beds without any books or laptops.\n\nRule: The person must be lying on a bed with a laptop or a book to be categorized as cat_2.\n\nTest Image: The image shows two children lying on a bed without any books or laptops.\n\nConclusion: cat_1\n']'
196 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The distinguishing rule for cat_2 is that the person is actively working on or repairing a laptop, often with tools and parts visible. In contrast, cat_1 shows people using laptops in casual or relaxed settings without any repair activity.\n\nRule: People in cat_2 are engaged in repairing or working on the internal components of a laptop, while people in cat_1 are using laptops in casual or relaxed settings.\n\nTest Image: The image shows a man and a child sitting together, with the man using a laptop and the child looking at the screen. There is no indication of repair activity.\n\nConclusion: cat_1\n']'
197 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The distinguishing rule for cat_2 is that people are actively working on or repairing laptops. In contrast, cat_1 shows people using laptops in various casual settings but not actively working on them or repairing them.\n\nRule: People are actively working on or repairing laptops.\n\nTest Image: The image shows a large group of people in a room, many of whom are using laptops.\n\nConclusion: cat_1\n']'
198 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show individuals performing snowboarding tricks or jumps, often in mid-air. The cat_1 images show individuals either standing or posing with their snowboards, but not performing tricks.\n\nRule: The images belong to cat_2 if they show individuals performing snowboarding tricks or jumps, especially in mid-air. Otherwise, they belong to cat_1.\n\nTest Image: The test image shows an individual performing a snowboarding trick or jump, especially in mid-air.\n\nConclusion: cat_2\n']'
199 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The distinguishing rule for cat_2 is that the images show individuals performing snowboarding tricks or jumps in mid-air. The cat_1 images show individuals either standing, walking, or posing with their snowboards, but not performing any tricks or jumps.\n\nRule: The images belong to cat_2 if they show individuals performing snowboarding tricks or jumps in mid-air.\n\nTest Image: The image shows individuals performing snowboarding tricks or jumps in mid-air.\n\nConclusion: cat_2\n']'
---------------------------------------
Summary for Split 'test_seen_obj_seen_act':
 results: {'correct': {'cat_1': 59, 'cat_2': 69}, 'incorrect': {'cat_1': 41, 'cat_2': 31}}
 accuracy: 64.00%

---------------------------------------
  test split name: test_seen_obj_unseen_act
