experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: labeled

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images show people walking multiple dogs in urban settings, while the `cat_1` images show people interacting with single dogs in various settings.\n\nRule: `cat_2` images have multiple dogs being walked by people in urban environments.\n\nTest Image: A single dog sitting on the ground in an urban setting.\n\nConclusion: cat_1\n']'
188 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images show intimate and affectionate moments between two people, often involving hugs, kisses, or close embraces. The `cat_1` images depict more casual or non-intimate interactions, such as handshakes, greetings, or less affectionate physical contact.\n\nRule: The distinguishing rule is the level of intimacy and affection shown in the interaction between the individuals. If the image shows intimate or affectionate moments, it belongs to `cat_2`. If it shows casual or non-intimate interactions, it belongs to `cat_1`.\n\nTest Image: The `test image` shows a man and a woman in a close embrace, with the woman looking away and appearing uncomfortable.\n\nConclusion: cat_1\n']'
189 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show intimate and romantic interactions between two men, such as hugging, kissing, and embracing affectionately. The `cat_1` images show interactions that are either non-romantic or involve handshakes and greetings, which are not intimate.\n\nRule: The images belong to `cat_2` if they depict romantic or intimate interactions between two men.\n\nTest Image: The test image shows a man carrying a baby in a baby carrier.\n\nConclusion: cat_1\n']'
190 | expected:'cat_2' | got='cat_2 | full: ["Analysis: The `cat_2` images show people kissing or in intimate romantic poses, while the `cat_1` images show people shaking hands, holding hands, or in non-romantic physical contact.\n\nRule: The images belong to `cat_2` if they depict romantic or intimate kissing or embracing.\n\nTest Image: The test image shows a man and a woman in close proximity, with the man holding the woman's face and appearing to kiss her.\n\nConclusion: cat_2\n"]'
191 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images show people kissing or embracing each other, while the `cat_1` images show people shaking hands, hugging, or interacting with animals.\n\nRule: The distinguishing rule is that `cat_2` images depict kissing or intimate embraces, whereas `cat_1` images do not show kissing and are more casual or formal interactions.\n\nTest Image: The test image shows a group of people embracing each other.\n\nConclusion: cat_2\n']'
192 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show individuals riding skateboards in urban settings, while the `cat_1` images show individuals either holding skateboards or in different settings.\n\nRule: Individuals in `cat_2` are actively riding skateboards in urban environments.\n\nTest Image: A person riding a skateboard in an outdoor setting.\n\nConclusion: cat_2\n']'
193 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show individuals actively riding skateboards in various urban settings. The `cat_1` images show individuals either not riding the skateboard or in different contexts such as holding the skateboard or in a group setting.\n\nRule: The distinguishing rule is that `cat_2` images show people actively riding skateboards.\n\nTest Image: A person sitting on the ground with a skateboard.\n\nConclusion: cat_1\n']'
194 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people lying on a bed with a laptop, while the `cat_1` images show people either lying on a bed without a laptop or in other settings.\n\nRule: Presence of a person lying on a bed with a laptop.\n\nTest Image: A person lying on a bed with a laptop.\n\nConclusion: cat_2\n']'
195 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show people lying on a bed with a laptop, while the `cat_1` images show people lying on a bed without a laptop.\n\nRule: Presence of a laptop on the bed.\n\nTest Image: Two children lying on a bed without a laptop.\n\nConclusion: cat_1\n']'
196 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images show individuals actively working on or repairing laptops, while the `cat_1` images show individuals using laptops without any repair or maintenance activity.\n\nRule: Individuals are engaged in repairing or working on the internal components of laptops.\n\nTest Image: A man and a child are sitting together, with the man using a laptop and the child looking at the screen.\n\nConclusion: cat_1\n']'
197 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show individuals working on laptops, while the `cat_1` images show individuals using laptops in various settings but not necessarily working on them.\n\nRule: Individuals are working on laptops.\n\nTest Image: A crowded room with people using laptops.\n\nConclusion: cat_1\n']'
198 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show individuals performing snowboarding tricks and jumps, while the `cat_1` images show people either standing or walking with their snowboards.\n\nRule: The distinguishing rule is whether the person is actively snowboarding or performing a trick.\n\nTest Image: The person is performing a trick on a snowboard.\n\nConclusion: cat_2\n']'
199 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images show individuals performing snowboarding tricks and jumps, while the `cat_1` images show people either standing or walking with their snowboards.\n\nRule: The distinguishing rule is whether the person is actively performing a snowboarding trick or jump.\n\nTest Image: The image shows a person in mid-air while snowboarding.\n\nConclusion: cat_2']'
---------------------------------------
Summary for Split 'test_seen_obj_seen_act':
 results: {'correct': {'cat_1': 50, 'cat_2': 76}, 'incorrect': {'cat_1': 50, 'cat_2': 24}}
 accuracy: 63.00%

---------------------------------------
  test split name: test_seen_obj_unseen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show motorcycles racing or performing stunts, while the `cat_1` images show motorcycles parked or in casual settings.\n\nRule: The distinguishing rule is whether the motorcycle is in motion or stationary.\n\nTest Image: The motorcycle is in motion, leaning into a turn on a racetrack.\n\nConclusion: cat_2\n']'
1 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show motorcycles racing or performing stunts, while the `cat_1` images show motorcycles parked or in casual settings.\n\nRule: The distinguishing rule is whether the motorcycle is actively being ridden or is stationary.\n\nTest Image: The test image shows motorcycles being pushed or handled by people, not actively being ridden.\n\nConclusion: cat_1\n']'
2 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show individuals performing skateboard tricks in an urban environment, often involving ramps and rails. The `cat_1` images show individuals either not performing tricks or in different settings, such as a welcome sign or a park.\n\nRule: `cat_2` images depict individuals performing skateboard tricks in an urban environment with ramps and rails.\n\nTest Image: The image shows an individual performing a skateboard trick in an urban environment.\n\nConclusion: cat_2\n']'
3 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show individuals performing skateboard tricks, while the `cat_1` images show individuals either not on skateboards or in different contexts.\nRule: The images belong to `cat_2` if they show individuals performing skateboard tricks.\nTest Image: A young boy standing on a skateboard with arms raised.\nConclusion: cat_1\n']'
4 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people performing skateboard tricks, while the `cat_1` images show people either not on skateboards or not performing tricks.\n\nRule: The images belong to `cat_2` if they show people performing skateboard tricks.\n\nTest Image: The image shows a person performing a skateboard trick.\n\nConclusion: cat_2\n']'
5 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show people performing skateboard tricks, while the `cat_1` images show people either not on skateboards or not performing tricks.\n\nRule: The images belong to `cat_2` if they show people performing skateboard tricks.\n\nTest Image: A person jumping in the air with a skateboard.\n\nConclusion: cat_1\n']'
6 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show motorcycles being ridden on a race track or in a racing context, while the `cat_1` images show motorcycles in a static position or in a non-racing context.\n\nRule: The distinguishing rule is whether the motorcycle is shown in a racing context or not.\n\nTest Image: The test image shows a motorcycle being ridden on a race track.\n\nConclusion: cat_2\n']'
7 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images show motorcycles being ridden on a race track or in a competitive setting, while the `cat_1` images show motorcycles in static positions or being ridden in non-race settings.\n\nRule: The distinguishing rule is whether the motorcycle is shown in a competitive or race setting.\n\nTest Image: The test image shows a person sitting on a motorcycle in the rain, possibly preparing to ride.\n\nConclusion: cat_1\n']'
8 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images show people holding wine glasses and celebrating, while the `cat_1` images show people holding different types of glasses or not holding glasses at all.\n\nRule: `cat_2` images depict people holding wine glasses in a celebratory manner.\n\nTest Image: The image shows two hands holding wine glasses in a celebratory manner.\n\nConclusion: cat_2']'
9 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images show people holding wine glasses and celebrating, while the `cat_1` images show people holding different types of glasses or engaging in activities unrelated to wine.\n\nRule: The images belong to `cat_2` if they show people holding wine glasses and celebrating.\n\nTest Image: The image shows a man holding a wine glass.\n\nConclusion: cat_2']'
